key1,key2,DEFINED_FOR_INTENSITY_MEASURE_COMPONENT,DEFINED_FOR_INTENSITY_MEASURE_TYPES,DEFINED_FOR_REFERENCE_VELOCITY,DEFINED_FOR_STANDARD_DEVIATION_TYPES,DEFINED_FOR_TECTONIC_REGION_TYPE,REQUIRES_ATTRIBUTES,REQUIRES_DISTANCES,REQUIRES_RUPTURE_PARAMETERS,REQUIRES_SITES_PARAMETERS,__doc__,__init__,DEFINED_FOR_REFERENCE_VELOCITy,REQUIRES_IMTS
openquake.hazardlib.gsim.allen_2012,Allen2012_SS14,Median horizontal,"['SA', 'PGA']",820.0,['Total'],Stable Shallow Crust,[],['rrup'],"['hypo_depth', 'mag']",['vs30'],"
    Allen2012 Model updated to apply the linear and non-linear amplification factors of Sayhan & 
    Stewart (2014) as applied in the Boore et al (2014) NGE-West 2 GMM
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.ambraseys_1996,AmbraseysEtAl1996,Greater of two horizontal,"['SA', 'PGA']",,['Total'],Active Shallow Crust,[],['repi'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by Ambraseys, N. N., Simpson, K. U., & 
    Bommer, J. J. (1996). Prediction of horizontal response spectra in Europe.
    Earthquake Engineering & Structural Dynamics, 25(4), 371-400.
    SA are given up to 2 s.
    The regressions are developed considering the largest horizontal component
    
    GMPE implemented as adopted in MPS04 (Montaldo et al 2005).
    In this implementation, a convertion function from Mw to Ms is included 
    to be consistent with the other gsims in OQ. 
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.ambraseys_2005,AmbraseysEtAl2005,Greater of two horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements the horizontal PGA and SA GMPE of ""N.N. AMBRASEYS1, J. DOUGLAS1, S.K. SARMA and
    P.M. SMIT (2005): Equations for the Estimation of Strong Ground Motions from Shallow Crustal
    Earthquakes Using Data from Europe and the Middle East: Horizontal Peak Ground Acceleration and 
    Spectral Acceleration, Bulletin of Earthquake Engineering: 3:1–53, DOI 10.1007/s10518-005-0183-0.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.ambraseys_2005,AmbraseysEtAl2005Vertical,Vertical,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements the vertical PGA and SA GMPE of ""N.N. AMBRASEYS1, J. DOUGLAS1, S.K. SARMA and
    P.M. SMIT (2005): Equations for the Estimation of Strong Ground Motions from Shallow Crustal
    Earthquakes Using Data from Europe and the Middle East: Vertical Peak Ground Acceleration and 
    Spectral Acceleration, Bulletin of Earthquake Engineering: 3:55–73, DOI 10.1007/s10518-005-0186-x.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.ameri_2017,Ameri2014Rjb,Average Horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implementation of Ameri (2014), an early version of the Ameri et al. (2017)
    GMM published in:

    Ameri (2014) ""Empirical Ground Motion Model Adapted to the French Context"",
    Seismic Ground Motion Assessment (SIGMA) Deliverable SIGMA-2014-D2-131

    However, the model is adopted in favour of the Ameri et al. (2017) model
    within the 2020 seismic hazard model of France published by Drouet et al.
    (2020):

    Drouet S, Ameri G, Le Dortz, K, Sevanell R, Senfaute G. (2020)
    ""A probabilistic seismic hazard map for the metropolitan France"",
    Bulletin of Earthquake Engineering, 18: 1865 - 1898

    Adopts a homoscedastic standard deviation model.
    ","{'self': None, 'norm_stress_drop': 0.1, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.ameri_2017,AmeriEtAl2017Repi,Average Horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['repi'],"['rake', 'mag']",['vs30'],"
    Implements the Ameri et al (2017) GMPE for the case where epicentral
    distance is used. Standard deviation uses the heteroscedastic formulation
    given in eqn. 11. (for periods T<=1 s.)

    Reference:
    Ameri, G., Drouet, S., Traversa, P., Bindi, D., Cotton, F., (2017),
    Toward an empirical ground motion prediction equation for France:
    accounting for regional differences in the source stress parameter,
    Bull. Earthquake Eng., 15: 4681-4717.
    ","{'self': None, 'norm_stress_drop': 0.1, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.ameri_2017,AmeriEtAl2017RepiStressDrop,Average Horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['repi'],"['rake', 'mag']",['vs30'],"
    Implements the Ameri et al (2017) GMPE for the case where epicentral
    distance is used, and the stress parameter is specified in the
    Ground-motion logic-tree.
    Example specification of the normalized stress parameter::

     <uncertaintyModel>
         [AmeriEtAl2017RepiStressDrop]
         norm_stress_drop = 0.3
     </uncertaintyModel>

    The stress parameter is normalized according to
    STRESS_DROP/REF_STRESS_DROP, where REF_STRESS_DROP varies regionally.
    The authors used the following values for reference regional stress
    estimates: 1 bar for the Swtzerland (Swiss Alps+ Foreland), 10 bars
    for the French Alps + Rhine Graben, and 100 bars for the Pyrenees events.
    In this case, the standard deviation implements a homoscedastic formulation

    Reference:
    Ameri, G., Drouet, S., Traversa, P., Bindi, D., Cotton, F., (2017),
    Toward an empirical ground motion prediction equation for France:
    accounting for regional differences in the source stress parameter,
    Bull. Earthquake Eng., 15: 4681-4717.
    ","{'self': None, 'norm_stress_drop': 1.1, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.ameri_2017,AmeriEtAl2017Rjb,Average Horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements the Ameri et al (2017) GMPE for the case where Joyner-Boore
    distance is used. Standard deviation uses the heteroscedastic formulation
    given in eqn. 11. (for periods T<=1 s.)

    Reference:
    Ameri, G., Drouet, S., Traversa, P., Bindi, D., Cotton, F., (2017),
    Toward an empirical ground motion prediction equation for France:
    accounting for regional differences in the source stress parameter,
    Bull. Earthquake Eng., 15: 4681-4717.
    ","{'self': None, 'norm_stress_drop': 0.1, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.ameri_2017,AmeriEtAl2017RjbStressDrop,Average Horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements the Ameri et al (2017) GMPE for the case where Joyner-Boore
    distance is used, and the stress parameter is specified in the
    Ground-motion logic-tree.
    Example specification of the normalizaed stress parameter::

     <uncertaintyModel>
         [AmeriEtAl2017RjbStressDrop]
         norm_stress_drop = 0.3
     </uncertaintyModel>

    The stress parameter is normalized according to STRESS_DROP/REF_STRESS_DROP,
    where REF_STRESS_DROP varies regionally. The authors used the following
    values for reference regional stress estimates: 1 bar for the Swtzerland
    (Swiss Alps +Foreland), 10 bars for the French Alps + Rhine Graben, and 100
    bars for the Pyrenees events. In this case, the standard deviation
    implements a homoscedastic formulation.

    Reference:
    Ameri, G., Drouet, S., Traversa, P., Bindi, D., Cotton, F., (2017),
    Toward an empirical ground motion prediction equation for France:
    accounting for regional differences in the source stress parameter,
    Bull. Earthquake Eng., 15: 4681-4717.
    ","{'self': None, 'norm_stress_drop': 0.1, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.aristeidou_2023,AristeidouEtAl2023,Average Horizontal (RotD50),['SDi'],,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],"['rake', 'mag']","['z2pt5', 'vs30']","
    Implements a ground motion model developed by Savvinos Aristeidou,
    Karim Tarbali, and Gerard J. O'Reilly, published as ""A ground motion
    model for orientation-independent inelastic spectral displacements
    from shallow crustal earthquakes"" (2023, Earthquake Spectra, Volume
    39, Number 3, pages 1601 - 1624).
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.aristeidou_2023,AristeidouEtAl2023RotD100,Horizontal Maximum Direction (RotD100),['SDi'],,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],"['rake', 'mag']","['z2pt5', 'vs30']","
    Implements the Aristeidou, Tarbali, and O'Reilly (2023) GMM for
    the RotD100 horizontal component definition
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.aristeidou_2024,AristeidouEtAl2024,[<IMC.RotD50: 'Average Horizontal (RotD50)'>],"['Sa_avg2', 'SA', 'PGD', 'PGA', 'Sa_avg3', 'PGV']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],"['rrup', 'rx', 'rjb']","['rake', 'hypo_depth', 'ztor', 'mag']","['z2pt5', 'vs30']","
    Aristeidou, S., Shahnazaryan, D. and O’Reilly, G.J. (2024) ‘Artificial
    neural network-based ground motion model for next-generation seismic
    intensity measures’, Soil Dynamics and Earthquake Engineering, 184,
    108851. Available at: https://doi.org/10.1016/j.soildyn.2024.108851.
    ",{'self': None},,
openquake.hazardlib.gsim.aristeidou_2024,AristeidouEtAl2024Geomean,[<IMC.GEOMETRIC_MEAN: 'Average Horizontal'>],"['Sa_avg2', 'SA', 'RSD575', 'Sa_avg3', 'RSD595', 'FIV3']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],"['rrup', 'rx', 'rjb']","['rake', 'hypo_depth', 'ztor', 'mag']","['z2pt5', 'vs30']",,{'self': None},,
openquake.hazardlib.gsim.aristeidou_2024,AristeidouEtAl2024RotD100,[<IMC.RotD100: 'Horizontal Maximum Direction (RotD100)'>],"['SA', 'Sa_avg3', 'Sa_avg2']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],"['rrup', 'rx', 'rjb']","['rake', 'hypo_depth', 'ztor', 'mag']","['z2pt5', 'vs30']",,{'self': None},,
openquake.hazardlib.gsim.armenia_2016,AkkarEtAlRjb2014,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by S. Akkar, M. A. Sandikkaya, and J. J. Bommer
    as published in ""Empirical Ground-Motion Models for Point- and Extended-
    Source Crustal Earthquake Scenarios in Europe and the Middle East"",
    Bulletin of Earthquake Engineering (2014), 12(1): 359 - 387
    The class implements the equations for Joyner-Boore distance and based on
    manuscript provided by the original authors.
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.armenia_2016,AkkarEtAlRjb2014Armenia,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Adjustment of Akkar et al based on Armenian data
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.armenia_2016,BindiEtAl2014Rjb,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements European GMPE:
    D.Bindi, M. Massa, L.Luzi, G. Ameri, F. Pacor, R.Puglia and P. Augliera
    (2014), ""Pan-European ground motion prediction equations for the
    average horizontal component of PGA, PGV and 5 %-damped PSA at spectral
    periods of up to 3.0 s using the RESORCE dataset"", Bulletin of
    Earthquake Engineering, 12(1), 391 - 340

    The regressions are developed considering the geometrical mean of the
    as-recorded horizontal components
    The printed version of the GMPE was corrected by Erratum:
    D.Bindi, M. Massa, L.Luzi, G. Ameri, F. Pacor, R.Puglia and P. Augliera
    (2014), ""Erratum to Pan-European ground motion prediction equations for the
    average horizontal component of PGA, PGV and 5 %-damped PSA at spectral
    periods of up to 3.0 s using the RESORCE dataset"", Bulletin of
    Earthquake Engineering, 12(1), 431 - 448. The erratum notes that the
    printed coefficients tables were in error. In this implementation
    coefficients tables were taken from the Electronic Supplementary
    material of the original paper, which are indicated as being unaffected.
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.armenia_2016,BindiEtAl2014RjbArmenia,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Adjustment of Bindi et al based on Armenian data
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.armenia_2016,BooreEtAl2014LowQ,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    This class implements the Boore et al. (2014) model considering the
    correction to the path scaling term for Low Q regions (e.g. Italy and
    Japan)
    The modification is made to the ""Dc3"" coefficient
    ","{'self': None, 'region': 'nobasin', 'sof': True, 'sigma_mu_epsilon': 0.0, 'usgs_basin_scaling': False, 'cybershake_basin_adj': False}",,
openquake.hazardlib.gsim.armenia_2016,BooreEtAl2014LowQArmenia,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Adjustment of Boore et al for Low Q regions - adjusted for Armenian data
    ","{'self': None, 'region': 'nobasin', 'sof': True, 'sigma_mu_epsilon': 0.0, 'usgs_basin_scaling': False, 'cybershake_basin_adj': False}",,
openquake.hazardlib.gsim.armenia_2016,CauzziEtAl2014,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by Carlo Cauzzi et al (2014) and published
    as C.Cauzzi, E. Faccioli, M. Vanini and A. Bianchini (2014) ""Updated
    predictive equations for broadband (0.0 - 10.0 s) horizontal response
    spectra and peak ground motions, based on a global dataset of digital
    acceleration records"", Bulletin of Earthquake Engineering, In Press

    Spectral acceleration (SA) values are obtained from displacement response
    spectrum  (DSR) values (as provided by the original equations) using the
    following formula ::

        SA = DSR * (2 * π / T) ** 2
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.armenia_2016,CauzziEtAl2014Armenia,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],"['rake', 'mag']",['vs30'],"
    Adjustment of Cauzzi et al. (2014) for Armenia
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.armenia_2016,ChiouYoungs2014,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",1130.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],"['rrup', 'rx', 'rjb']","['rake', 'ztor', 'mag', 'dip']","['vs30', 'vs30measured', 'z1pt0']","
    Implements GMPE developed by Brian S.-J. Chiou and Robert R. Youngs.

    Chiou, B. S.-J. and Youngs, R. R. (2014), ""Update of the Chiou and Youngs
    NGA Model for the Average Horizontal Component of Peak Ground Motion and
    Response Spectra, Earthquake Spectra, 30(3), 1117 - 1153,
    DOI: 10.1193/072813EQS219M
    
    :param sigma_mu_epsilon:
        Epsilon for the statistical uncertainty term.
    :param use_hw:
        Bool which if true turns on the hanging-wall effect.
    :poram add_delta_c1:
        Long-period adjustment parameter as described in Boore et al. (2022)
        backbone paper.
    :param alpha_nm:
        Style-of-faulting correction for normal-faulting as described in Boore
        et al. (2022) backbone paper. This correction is magnitude independent.
    :param stress_par_host:
        Stress parameter for the host-region in bars. Used in Boore et al.
        (2022) backbone methodology.
    :param stress_par_target:
        Stress parameter for the target-region in bars. Used in Boore et
        al. (2022) backbone methodology.
    :param delta_gamma_tab:
        Filename containing path adjustments as described in Boore et al.
        (2022) backbone paper.
    ","{'self': None, 'region': 'CAL', 'sigma_mu_epsilon': 0.0, 'use_hw': True, 'add_delta_c1': False, 'alpha_nm': 1.0, 'stress_par_host': None, 'stress_par_target': None, 'delta_gamma_tab': None, 'usgs_basin_scaling': False, 'cybershake_basin_adj': False}",,
openquake.hazardlib.gsim.armenia_2016,ChiouYoungs2014Armenia,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",1130.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],"['rrup', 'rx', 'rjb']","['rake', 'ztor', 'mag', 'dip']","['vs30', 'vs30measured', 'z1pt0']","
    Adaptation of Chiou & Youngs (2014) for use in Armenia
    ","{'self': None, 'region': 'CAL', 'sigma_mu_epsilon': 0.0, 'use_hw': True, 'add_delta_c1': False, 'alpha_nm': 1.0, 'stress_par_host': None, 'stress_par_target': None, 'delta_gamma_tab': None, 'usgs_basin_scaling': False, 'cybershake_basin_adj': False}",,
openquake.hazardlib.gsim.armenia_2016,KaleEtAl2015Armenia,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Adjustment of Kale et al (2015) - Turkish version, for use in Armenia
    ","{'self': None, 'kwargs': None}",,
